sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_7ceb_sent_00473,doc_7ceb,473,"Run hostsetup --top=""/path"" --setuid to enable the set-user-ID mode bit on the LSF administration commands, where path is the LSF top-
level installation directory that contains the cluster to which the local host belongs.",59066,59288,222,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00474,doc_7ceb,474,"The path must be accessible to the local host where
hostsetup is running.",59289,59362,73,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00475,doc_7ceb,475,"Additionally, by default, the hostsetup command is not added to the system PATH, so specify a full or relative path to
run it.",59363,59490,126,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00476,doc_7ceb,476,"For example, if your hostsetup command is in the /LSF_TOP/10.1/install directory, then specify the full path to the command and run:
# /LSF_TOP/10.1/install/hostsetup --top=""/LSF_TOP/10.1/install"" --setuid
Alternatively, you can switch to the directory where you have the hostsetup command to run the command; in this case, preface the command
with ./.",59490,59842,352,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00477,doc_7ceb,477,"For example, switch to the /LSF_TOP/10.1/install directory, and then run:
# ./hostsetup",59843,59930,87,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00478,doc_7ceb,478,"--top=""/LSF_TOP/10.1/install"" --setuid",59931,59970,38,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00479,doc_7ceb,479,"The --setuid setting enables the set-user-ID mode bit for the following LSF executable ﬁles: badmin, lsadmin, egosh, utmpreg, swtbl_api,
ntbl_api, lstbl_nid, and swtbl_poe.",59970,60143,172,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00480,doc_7ceb,480,"# lsfrestart
Setting up automatic LSF startup
Conﬁgure LSF daemons to start automatically on every LSF server host in the cluster.",60197,60328,130,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00481,doc_7ceb,481,"Procedure
Use the boot=y option of the hostsetup command.",60328,60386,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00482,doc_7ceb,482,"Manage software licenses and other shared resources
Set up an LSF external LIM (ELIM) to monitor software licenses as dynamic shared resources.",60386,60530,143,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00483,doc_7ceb,483,"How LSF uses dynamic shared resources
LSF recognizes two main types of resources:
Host-based resources are available on all hosts in the cluster, for example, host type and model, or nodelocked software licenses.",60530,60743,212,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00484,doc_7ceb,484,"Shared resources are managed as dynamic load indexes available for a group of hosts in the cluster, for example, networked floating software
licenses, shared ﬁle systems.",60743,60914,170,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00485,doc_7ceb,485,Shared resources are shared by a group of LSF hosts.,60914,60966,52,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00486,doc_7ceb,486,LSF manages shared resources for host selection and batch or interactive job execution.,60967,61054,87,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00487,doc_7ceb,487,"These
resources are dynamic resources because the load on the system changes with the availability of the resources.",61055,61172,116,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00488,doc_7ceb,488,"Software licenses as shared resources
The most common application of shared resources is to manage software application licenses.",61172,61301,129,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00489,doc_7ceb,489,"You submit jobs that require those licenses and LSF
runs the jobs according to their priorities when licenses are available.",61302,61426,124,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00490,doc_7ceb,490,"When licenses are not available, LSF queues the jobs then dispatches them
when licenses are free. Conﬁguring application licenses as shared resources ensures optimal use of costly and critical resources.",61427,61631,203,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00491,doc_7ceb,491,"Deﬁne dynamic shared resources in an ELIM
For LSF to use a shared resource like a software license, you must deﬁne the resource in the Resource section of the lsf.shared ﬁle.",61631,61805,174,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00492,doc_7ceb,492,"You deﬁne the
type of resource and how often you want LSF to refresh the value of the resource.",61806,61902,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00493,doc_7ceb,493,"For LSF to track the resources correctly over time, you must deﬁne them as external load indexes.",61902,61999,97,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00494,doc_7ceb,494,"LSF updates load indexes periodically with a
program called an External Load Information Manager (ELIM).",62000,62105,104,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00495,doc_7ceb,495,"An ELIM can be a shell script or a compiled binary program, which returns the values of the shared resources you deﬁne.",62105,62224,119,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00496,doc_7ceb,496,"The ELIM must be named
elim and located in the LSF_SERVERDIR directory:
/usr/share/lsf/lsf/cluser1/10.1.0/sparc-sol2/etc/elim
You can ﬁnd examples of ELIM in the misc/examples directory.",62225,62412,186,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00497,doc_7ceb,497,"Example of shared licenses
In the lsf.shared ﬁle, deﬁne two dynamic shared resources for software licenses, named license1 and license2:
Begin Resource
RESOURCENAME TYPE INTERVAL INCREASING RELEASE DESCRIPTION # Keywords
license1 Numeric 30 N Y (license1 resource)",62412,62677,264,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00498,doc_7ceb,498,license2 Numeric 30 N Y (license2 resource),62677,62721,43,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00499,doc_7ceb,499,"End Resource
The TYPE parameter for a shared resource can be one of the following types:
Numeric
Boolean
String
In this case, the resource is Numeric.",62721,62872,150,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00500,doc_7ceb,500,The INTERVAL parameter speciﬁes how often you want the value to be refreshed.,62872,62949,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00501,doc_7ceb,501,"In this example, the ELIM updates the value of the shared
resources license1 and license2 every 30 seconds.",62950,63058,107,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00502,doc_7ceb,502,"The N in the INCREASING column means that the license resources are decreasing; that is, as more licenses become available, the load
becomes lower.",63058,63206,147,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00503,doc_7ceb,503,The Y in the RELEASE column means that the license resources are released when a job that uses the license is suspended.,63206,63327,120,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00504,doc_7ceb,504,"Map dynamic shared resources to hosts
To make LSF aware of where the deﬁned dynamic shared resources license1 and license2 you deﬁned, map them to the hosts where they are
located.",63327,63508,180,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00505,doc_7ceb,505,"In the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle, conﬁgure a ResourceMap section to specify the mapping between shared resources license1
and license2 you deﬁned in the LSF_CONFDIR/lsf.shared ﬁle, and the hosts you want to map them to:
Begin ResourceMap
RESOURCENAME LOCATION
license1",63508,63791,283,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00506,doc_7ceb,506,"[all]
license1 [all]
End ResourceMap",63792,63829,36,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00507,doc_7ceb,507,"In this resource map, the [all] attribute under the LOCATION parameter means that resources license1 and license2 under the
RESOURCENAME parameter are available on all hosts in the cluster. Only one ELIM needs to run on the management host because the two resources
are the same for all hosts. If the location of the resources is different on different hosts, a different ELIM must run on every host.",63829,64230,400,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00508,doc_7ceb,508,"Monitor dynamic shared resources
For LSF to receive external load indexes correctly, the ELIM must send a count of the available resources to standard output in the following format:
number_indexes",64230,64427,197,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00509,doc_7ceb,509,[index_name index_value] ...,64428,64457,28,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00510,doc_7ceb,510,"The ﬁelds in this example contain 2 license1 3 license2 2 , which represents:
The total number of external load indexes (2)",64457,64581,123,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00511,doc_7ceb,511,The name of the ﬁrst external load index (license1),64581,64633,51,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00512,doc_7ceb,512,The value of the ﬁrst load index (3),64633,64670,36,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00513,doc_7ceb,513,The name of the second external load index (license2),64670,64724,53,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00514,doc_7ceb,514,"The value of the second load index (2)
Write the ELIM program",64724,64786,61,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00515,doc_7ceb,515,"The ELIM must be an executable program, named elim, located in the LSF_SERVERDIR directory.",64786,64878,91,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00516,doc_7ceb,516,"When the lim daemon is started or restarted, it runs the elim program on the same host and takes the standard output of the external load indexes
that are sent by the elim program.",64878,65058,180,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00517,doc_7ceb,517,"In general, you can deﬁne any quantiﬁable resource as an external load index, write an ELIM to report its value,
and use it as an LSF resource.",65059,65203,143,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00518,doc_7ceb,518,"The following example ELIM program uses license1 and license2 and assumes that the FLEXlm license server controls them:
NUMLIC=2 # number of dynamic shared resources
while true
do
TMPLICS='/usr/share/lsf/cluster1/10.1.0/sparc-sol2/etc/lic -c
/usr/share/lsf/cluster1/conf/license.dat -f license1, license2'
LICS='echo $TMPLICS | sed -e s/-/_/g'
echo $NUMLIC $LICS # $NUMLIC is number of dynamic shared
resource
sleep 30 # Resource
done
In the script, the sed command changes the minus sign (-) to underscore (_) in the license feature names because LSF uses the minus sign for
calculation, and it is not allowed in resource names.",65203,65833,629,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00519,doc_7ceb,519,The lic utility is available from IBM Support.,65833,65879,46,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00520,doc_7ceb,520,You can also use the FLEXlm command lmstat to make your own ELIM.,65880,65946,65,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00521,doc_7ceb,521,"Use the dynamic shared resources
To enable the new shared resources in your cluster, restart LSF with the following commands:
lsadmin reconﬁg
badmin reconﬁg
If no errors are found, use the lsload -l command to verify the value of your dynamic shared resources:
HOST_NAME status r15s r1m r15m ut pg io ls",65946,66249,303,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00522,doc_7ceb,522,"it tmp swp mem license1 license2
hosta ok 0.1 0.3 0.4 8% 0.2 50 73 0 62M 700M 425M 3 0
hostb ok 0.1 0.1 0.4 4% 5.7 3 3 0 79M 204M 64M 3 0
Submit jobs that use shared resources
To submit a batch job that uses one license1 resource, use the command following command:",66250,66516,265,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00523,doc_7ceb,523,"% bsub -R 'rusage[license1=1:duration=1]' myjob
In the resource requirement (rusage) string, duration=1 means that license1 is reserved for 1 minute to give LSF time to check it out from
FLEXlm.",66516,66711,194,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00524,doc_7ceb,524,"You can also specify the resource requirement string at queue level, in the RES_REQ parameter for the queue. In the
LSB_CONFDIR/cluster_name/conﬁgdir/lsb.queues ﬁle, specify the following resource requirement string:
Begin Queue
QUEUE_NAME",66711,66950,239,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00525,doc_7ceb,525,"= license1
RES_REQ=rusage[license1=1:duration=1]
End Queue
Then, submit a batch job that uses one license1 resource by using the following command:
% bsub -q license1 myjob
When licenses are available, LSF runs your jobs right away; when all licenses are in use, LSF puts your job in a queue and dispatches them as licenses
become available. This way, all of your licenses are used to the best advantage.",66951,67356,404,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00526,doc_7ceb,526,"For more information
For more information about the lsf.shared and lsf.cluster.cluster_name ﬁles and the parameters for conﬁguring shared resources, see the
Conﬁguration Reference.",67356,67537,180,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00527,doc_7ceb,527,"For more information about adding external resources to your cluster and conﬁguring an ELIM to customize resources, see External load
indices in Administering IBM® Spectrum LSF.",67537,67715,177,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00528,doc_7ceb,528,"Troubleshooting LSF problems
Troubleshoot common LSF problems and understand LSF error messages.",67715,67811,96,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00529,doc_7ceb,529,"If you cannot ﬁnd a solution to your problem here, contact IBM Support.",67812,67884,71,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00530,doc_7ceb,530,"Solving common LSF problems
 Most problems are due to incorrect installation or conﬁguration.",67884,67977,93,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00531,doc_7ceb,531,"Before you start to troubleshoot LSF problems, always check the error log
ﬁles ﬁrst.",67978,68062,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00532,doc_7ceb,532,Log messages often point directly to the problem.,68063,68113,49,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00533,doc_7ceb,533,"LSF error messages
 The following error messages are logged by the LSF daemons, or displayed by the lsadmin ckconﬁg and badmin ckconﬁg commands.",68113,68258,144,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00534,doc_7ceb,534,"Solving common LSF problems
Most problems are due to incorrect installation or conﬁguration.",68258,68350,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00535,doc_7ceb,535,"Before you start to troubleshoot LSF problems, always check the error log ﬁles ﬁrst.",68351,68436,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00536,doc_7ceb,536,Log messages often point directly to the problem.,68436,68486,49,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00537,doc_7ceb,537,"Finding LSF error logs
When something goes wrong, LSF server daemons log error messages in the LSF log directory (speciﬁed by the LSF_LOGDIR parameter in the lsf.conf
ﬁle).",68486,68659,172,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00538,doc_7ceb,538,"Procedure
Make sure that the primary LSF administrator owns LSF_LOGDIR, and that root can write to this directory.",68659,68774,114,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00539,doc_7ceb,539,"If an LSF server is unable to write to LSF_LOGDIR, then the error logs are created in /tmp. LSF logs errors to the following ﬁles:
lim.log.host_name
res.log.host_name
pim.log.host_name
mbatchd.log.management_host
mbschd.log.management_host
sbatchd.log.management_host
vemkd.log.management_host
If these log ﬁles contain any error messages that you do not understand, contact IBM Support.",68774,69162,387,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00540,doc_7ceb,540,"Diagnosing and ﬁxing most LSF problems
General troubleshooting steps for most LSF problems.",69162,69254,91,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00541,doc_7ceb,541,"Procedure
1.",69254,69266,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00542,doc_7ceb,542,Run the lsadmin ckconﬁg -v command and note any errors that are shown in the command output.,69267,69360,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00543,doc_7ceb,543,"Look for the error in one of the problems described in this section. If none of these troubleshooting steps applies to your situation, contact
IBM Support.",69360,69516,155,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00544,doc_7ceb,544,"Use the following commands to restart the LSF cluster:
# bctrld restart lim all
# bctrld restart res all
# bctrld restart sbd all
3.",69519,69651,132,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00545,doc_7ceb,545,Run the ps -ef command to see whether the LSF daemons are running.,69652,69719,66,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00546,doc_7ceb,546,"Look for the processes similar to the following command output:
root 17426 1 0 13:30:40 ? 0:00 /opt/lsf/cluster1/10.1.0/sparc-sol10/etc/lim
root 17436 1 0 13:31:11 ? 0:00 /opt/lsf/cluster1/10.1.0/sparc-sol10/etc/sbatchd
root 17429 1 0 13:30:56 ? 0:00 /opt/lsf/cluster1/10.1.0/sparc-sol10/etc/res
4.",69719,70017,298,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00547,doc_7ceb,547,Check the LSF error logs on the ﬁrst few hosts that are listed in the Host section of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle.,70018,70150,131,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00548,doc_7ceb,548,"If the LSF_MASTER_LIST parameter is deﬁned in the LSF_CONFDIR/lsf.conf ﬁle, check the error logs on the hosts that are listed in this
parameter instead.",70150,70303,152,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00549,doc_7ceb,549,"Unable to open the lsf.conf ﬁle
You might see this message when you run the lsid ﬁle.",70303,70388,85,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00550,doc_7ceb,550,The message usually means that the LSF_CONFDIR/lsf.conf ﬁle is not accessible to LSF.,70389,70475,85,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00551,doc_7ceb,551,"About this task
By default, LSF checks the directory that is deﬁned by the LSF_ENVDIR parameter for the lsf.conf ﬁle.",70475,70592,117,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00552,doc_7ceb,552,"If the lsf.conf ﬁle is not in LSF_ENVDIR, LSF
looks for it in the /etc directory.",70593,70675,81,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00553,doc_7ceb,553,"For more information, see Setting up the LSF environment with cshrc.lsf and proﬁle.lsf.",70675,70763,87,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00554,doc_7ceb,554,"Procedure
Make sure that a symbolic link exists from /etc/lsf.conf to lsf.conf
Use the csrhc.lsf or proﬁle.lsf script to set up your LSF environment.",70763,70913,149,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00555,doc_7ceb,555,Ensure that the cshrc.lsf or proﬁle.lsf script is available for users to set the LSF environment variables.,70913,71021,107,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00556,doc_7ceb,556,"LIM dies quietly
When the LSF LIM daemon exits unexpectedly, check for errors in the LIM conﬁguration ﬁles.",71021,71129,107,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00557,doc_7ceb,557,"Procedure
Run the lsadmin ckconﬁg -v commands.",71129,71176,46,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00558,doc_7ceb,558,This command displays most conﬁguration errors.,71176,71223,47,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00559,doc_7ceb,559,"If the command does not report any errors, check in the LIM error log.",71224,71295,70,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00560,doc_7ceb,560,LIM communication times out,71295,71323,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00561,doc_7ceb,561,"Sometimes the LIM is up, but running the lsload command prints the Communication time out error message.",71323,71428,104,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00562,doc_7ceb,562,"About this task
If the LIM just started, LIM needs time to get initialized by reading conﬁguration ﬁles and contacting other instances of LIM.",71428,71570,142,1,2026-01-26T12:31:03Z
