enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
1152,system library,system library,1660,generic,other_hpc,"A system library is a collection of pre-compiled functions and data structures that are linked to an application at runtime. In this context, it refers to the C run-time system libraries used by the Slurm scheduler.",1,2,2,[],"{
  ""term"": ""system library"",
  ""canonical"": ""system library"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A system library is a collection of pre-compiled functions and data structures that are linked to an application at runtime. In this context, it refers to the C run-time system libraries used by the Slurm scheduler."",
  ""aliases"": []
}"
1153,c run-time system,C run-time system,1661,generic,other_hPC,"The C run-time system refers to the environment and libraries that manage the execution of C programs, including memory allocation, I/O operations, and other system calls.",1,2,2,[],"{
  ""term"": ""C run-time system"",
  ""canonical"": ""c run-time system"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""The C run-time system refers to the environment and libraries that manage the execution of C programs, including memory allocation, I/O operations, and other system calls."",
  ""aliases"": []
}"
1154,reconfigured,reconfigured,1664,slurm,other_hpc,"The term 'reconfigured' refers to the action of modifying the configuration of the Slurm scheduler, causing the plugin to refresh its settings.",1,2,2,[],"{
  ""term"": ""reconfigured"",
  ""canonical"": ""reconfigured"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The term 'reconfigured' refers to the action of modifying the configuration of the Slurm scheduler, causing the plugin to refresh its settings."",
  ""aliases"": []
}"
1155,job_ptr,job_ptr,1666,both,other_hPC,"job_ptr is a pointer to a job record in SLURM and LSF schedulers, used to manipulate job properties.",1,2,2,[],"{
  ""term"": ""job_ptr"",
  ""canonical"": ""job_ptr"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""job_ptr is a pointer to a job record in SLURM and LSF schedulers, used to manipulate job properties."",
  ""aliases"": []
}"
1156,site_priority,site_priority,1667,slurm,config_param,site_priority is a configuration parameter in SLURM that sets the priority of a job at the site level.,1,1,1,[],"{
  ""term"": ""site_priority"",
  ""canonical"": ""site_priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""site_priority is a configuration parameter in SLURM that sets the priority of a job at the site level."",
  ""aliases"": []
}"
1157,site_factor_p_reconfig,site_factor_p_reconfig,1668,slurm,config_param,site_factor_p_reconfig is a configuration function called when slurmctld is reconfigured to refresh the plugin's settings.,1,1,1,[],"{
  ""term"": ""site_factor_p_reconfig"",
  ""canonical"": ""site_factor_p_reconfig"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""site_factor_p_reconfig is a configuration function called when slurmctld is reconfigured to refresh the plugin's settings."",
  ""aliases"": []
}"
1158,prioritysitefactorplugin,PrioritySiteFactorPlugin,1669,generic,config_param,PrioritySiteFactorPlugin is a configuration parameter that specifies the plugin used for calculating site factors in job scheduling.,1,1,1,[],"{
  ""term"": ""PrioritySiteFactorPlugin"",
  ""canonical"": ""prioritysitefactorplugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""PrioritySiteFactorPlugin is a configuration parameter that specifies the plugin used for calculating site factors in job scheduling."",
  ""aliases"": []
}"
1159,prioritycalcperiod,PriorityCalcPeriod,1670,both,config_param,"PriorityCalcPeriod is a configuration parameter that sets the interval between calls to site_factor_p_update() in the PrioritySiteFactorPlugin, affecting job priority calculations.",1,4,4,[],"{
  ""term"": ""PriorityCalcPeriod"",
  ""canonical"": ""prioritycalcperiod"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityCalcPeriod is a configuration parameter that sets the interval between calls to site_factor_p_update() in the PrioritySiteFactorPlugin, affecting job priority calculations."",
  ""aliases"": []
}"
1160,fair tree,Fair Tree,1671,both,other_hpc,"Fair Tree is a scheduling algorithm that prioritizes users based on their fairshare factor, ensuring higher priority for users from accounts with higher fairshare factors.",1,2,2,"[""Fair Trees""]","{
  ""term"": ""Fair Tree"",
  ""canonical"": ""fair tree"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Fair Tree is a scheduling algorithm that prioritizes users based on their fairshare factor, ensuring higher priority for users from accounts with higher fairshare factors."",
  ""aliases"": [""Fair Trees""]
}"
1161,sibling,sibling,1674,both,user_role,"In the context of SLURM and LSF fair share scheduling, a sibling refers to users or accounts that share a common parent in the account hierarchy. Sibling users or accounts are compared and prioritized based on their fair share factors.",1,1,1,[],"{
  ""term"": ""sibling"",
  ""canonical"": ""sibling"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""user_role"",
  ""short_definition"": ""In the context of SLURM and LSF fair share scheduling, a sibling refers to users or accounts that share a common parent in the account hierarchy. Sibling users or accounts are compared and prioritized based on their fair share factors."",
  ""aliases"": []
}"
1162,fairshare factor,fairshare factor,1675,both,resource,"A fairshare factor is a value used in resource allocation to prioritize users and accounts based on their usage history, with higher factors indicating higher priority.",1,1,1,[],"{
  ""term"": ""fairshare factor"",
  ""canonical"": ""fairshare factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""A fairshare factor is a value used in resource allocation to prioritize users and accounts based on their usage history, with higher factors indicating higher priority."",
  ""aliases"": []
}"
1163,priority,priority,1676,both,resource,"In HPC schedulers, priority refers to the order in which jobs are scheduled, with higher priority jobs being executed before lower priority jobs.",1,7,6,[],"{
  ""term"": ""priority"",
  ""canonical"": ""priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""In HPC schedulers, priority refers to the order in which jobs are scheduled, with higher priority jobs being executed before lower priority jobs."",
  ""aliases"": []
}"
1164,level fs,Level FS,1678,generic,config_param,Level FS is a configuration parameter used in the Fair Tree algorithm to determine user priority and fair share factor in HPC scheduling.,1,1,1,[],"{
  ""term"": ""Level FS"",
  ""canonical"": ""level fs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Level FS is a configuration parameter used in the Fair Tree algorithm to determine user priority and fair share factor in HPC scheduling."",
  ""aliases"": []
}"
1165,rank,rank,1681,both,job_state,"In the context of job scheduling, rank refers to the priority assigned to a user or job based on the Fair Tree algorithm, which determines the order in which jobs are executed.",1,2,1,[],"{
  ""term"": ""rank"",
  ""canonical"": ""rank"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""In the context of job scheduling, rank refers to the priority assigned to a user or job based on the Fair Tree algorithm, which determines the order in which jobs are executed."",
  ""aliases"": []
}"
1166,fairshare,FairShare,1682,both,resource,"FairShare is a resource allocation strategy in HPC schedulers that prioritizes users based on their fairshare factor, ensuring a more equitable distribution of resources among users and accounts.",1,3,2,"[""Fair Shares"", ""Fairshare Factor""]","{
  ""term"": ""FairShare"",
  ""canonical"": ""fairshare"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""FairShare is a resource allocation strategy in HPC schedulers that prioritizes users based on their fairshare factor, ensuring a more equitable distribution of resources among users and accounts."",
  ""aliases"": [""Fair Shares"", ""Fairshare Factor""]
}"
1167,algorithm,algorithm,1683,generic,other_hpc,"The 'algorithm' refers to the Fair Tree algorithm used in HPC schedulers to prioritize users based on their fairshare factors, ensuring a fair distribution of resources.",1,2,1,[],"{
  ""term"": ""algorithm"",
  ""canonical"": ""algorithm"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The 'algorithm' refers to the Fair Tree algorithm used in HPC schedulers to prioritize users based on their fairshare factors, ensuring a fair distribution of resources."",
  ""aliases"": []
}"
1168,association tree,association tree,1684,generic,other_hpc,An association tree is a hierarchical structure used in HPC schedulers to organize users and accounts based on their priority and fairshare factors.,1,2,1,[],"{
  ""term"": ""association tree"",
  ""canonical"": ""association tree"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""An association tree is a hierarchical structure used in HPC schedulers to organize users and accounts based on their priority and fairshare factors."",
  ""aliases"": []
}"
1169,user rank,user's rank,1686,unknown,user_role,The user's rank is a value used in the FairShare scheduling algorithm to determine a user's priority for job allocation.,1,1,1,[],"{
  ""term"": ""user's rank"",
  ""canonical"": ""user rank"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""user_role"",
  ""short_definition"": ""The user's rank is a value used in the FairShare scheduling algorithm to determine a user's priority for job allocation."",
  ""aliases"": []
}"
1170,total user associations,total number of user associations,1687,generic,resource,"The total number of user associations in the scheduler's association tree, used to calculate FairShare values.",1,1,1,[],"{
  ""term"": ""total number of user associations"",
  ""canonical"": ""total user associations"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""The total number of user associations in the scheduler's association tree, used to calculate FairShare values."",
  ""aliases"": []
}"
1171,common ancestor account,common ancestor account,1688,unknown,user_role,"A common ancestor account is a shared account that multiple users have in their association tree, used to compare FairShare values and understand job scheduling priorities.",1,1,1,[],"{
  ""term"": ""common ancestor account"",
  ""canonical"": ""common ancestor account"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""user_role"",
  ""short_definition"": ""A common ancestor account is a shared account that multiple users have in their association tree, used to compare FairShare values and understand job scheduling priorities."",
  ""aliases"": []
}"
1172,level fs value,Level FS value,1689,generic,config_param,Level FS value is a configuration parameter used in FairShare scheduling to compare the relative importance of users based on their resource usage and association hierarchy.,1,1,1,[],"{
  ""term"": ""Level FS value"",
  ""canonical"": ""level fs value"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Level FS value is a configuration parameter used in FairShare scheduling to compare the relative importance of users based on their resource usage and association hierarchy."",
  ""aliases"": []
}"
