id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
1107,1107,idle machine,machine,seed,0.0,head_match,1,1,1,1,machine,1.0,"An idle machine is a type of machine, so the is-a relation is valid.",Access to a diverse collection of computing resources,"[""machine"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""On an otherwise idle machine, check the\npaging rate using lsload, and then start your application. Watch the paging rate as the application runs."", ""Access to a diverse collection of computing resources\nEnterprise grid computing becomes a reality\nGet better performance and computing capabilities\nUse idle machines to process jobs\nUse multiple machines to process a single parallel job\nIncrease user productivity\nAdd resources anywhere and make them available to the entire organization\nPlan computing resources globally based on total computing demand\nIncrease computing power in an economical way""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""machine"",
""confidence"": 1.0,
""reason"": ""An idle machine is a type of machine, so the is-a relation is valid."",
""evidence_sentence"": ""Access to a diverse collection of computing resources""
}",2026-01-29T23:21:45Z
1108,1108,idle queue,queue,seed,0.0,head_match,1,1,1,1,queue,0.95,An idle queue is a type of queue in HPC systems.,"For example, the bswitch -q night idle 0 command chooses jobs from the night queue to the idle queue.","[""queue"", ""job"", ""host"", ""cluster"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""For example, the bswitch -q night idle 0 command chooses jobs from the night queue to the idle queue."", ""The following example selects jobs from the night queue and switches them to the idle queue.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""queue"",
""confidence"": 0.95,
""reason"": ""An idle queue is a type of queue in HPC systems."",
""evidence_sentence"": ""For example, the bswitch -q night idle 0 command chooses jobs from the night queue to the idle queue.""
}",2026-01-29T23:21:45Z
1109,1109,idle resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,An 'idle resource' is a type of 'resource' in HPC context.,These idle resources can only be used to honor guarantees.,"[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]","[""These idle resources can only be used to honor guarantees."", ""IDLE_BUFFER[amount[%]] enables LSF to try to keep idle the amount of resources speciﬁed in IDLE_BUFFER as long as there are unused\nguarantees. These idle resources can only be used to honor guarantees. Whenever the number of free resources in the pool drops below the\nIDLE_BUFFER amount, LSF stops loaning resources from the pool.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""An 'idle resource' is a type of 'resource' in HPC context."",
""evidence_sentence"": ""These idle resources can only be used to honor guarantees.""
}",2026-01-29T23:21:45Z
1110,1110,import instance request,request,seed,0.0,head_match,1,1,1,1,request,1.0,An import instance request is a type of request in HPC schedulers.,InsufficientCapacity: Not enough capacity to satisfy the import instance request.,"[""request"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""InsufficientCapacity: Not enough capacity to satisfy the import instance request."", ""InsufficientCapacity: Not enough capacity to satisfy the import instance request.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""request"",
""confidence"": 1.0,
""reason"": ""An import instance request is a type of request in HPC schedulers."",
""evidence_sentence"": ""InsufficientCapacity: Not enough capacity to satisfy the import instance request.""
}",2026-01-29T23:21:45Z
1111,1111,important resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,The term 'important resource' is a type of resource.,"It may be useful to have only slots in a package (and not mem) in order to provide guarantees for parallel jobs that require multiple CPUs on a single host, where memory is not an important resource.","[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]","[""It\nmay be useful to have only slots in a package (and not mem) in order to provide guarantees for parallel jobs that require multiple CPUs on a single\nhost, where memory is not an important resource."", ""In order to provide guarantees for\nparallel jobs that require multiple CPUs on a single host where memory is not an important resource, you can use packages with multiple slots and\nnot specify mem.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""The term 'important resource' is a type of resource."",
""evidence_sentence"": ""It may be useful to have only slots in a package (and not mem) in order to provide guarantees for parallel jobs that require multiple CPUs on a single host, where memory is not an important resource.""
}",2026-01-29T23:21:45Z
1112,1112,incoming remote section,section,seed,0.0,head_match,1,1,1,1,section,1.0,"The INCOMING REMOTE section is a part of an LSF configuration file, which is a type of section.",The INCOMING REMOTE section displays the status of remote LSF data managers that connect to the local LSF data manager to query for file availability.,"[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""The INCOMING REMOTE section displays the status of remote LSF data managers that connect to the local LSF data manager to query for ﬁle\navailability."", ""The INCOMING REMOTE section displays the status of remote LSF data managers that connect to the local LSF data manager to query for ﬁle\navailability.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 1.0,
""reason"": ""The INCOMING REMOTE section is a part of an LSF configuration file, which is a type of section."",
""evidence_sentence"": ""The INCOMING REMOTE section displays the status of remote LSF data managers that connect to the local LSF data manager to query for file availability.""
}",2026-01-29T23:21:45Z
1113,1113,inconsistent behavior,behavior,seed,0.0,head_match,1,1,1,1,none,1.0,Both 'inconsistent behavior' and 'behavior' are classes in the HPC scheduler ontology.,,"[""behavior"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Note: To avoid inconsistent behavior, do not enable mps when you are using AMD GPUs (that is, when gvendor=amd is speciﬁed)."", ""Note: To avoid inconsistent behavior, do not enable mps when you are using AMD GPUs (that is, when gvendor=amd is speciﬁed).""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both 'inconsistent behavior' and 'behavior' are classes in the HPC scheduler ontology."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1114,1114,increase allocation,allocation,seed,0.0,head_match,1,1,1,1,allocation,1.0,"increase allocation is an action related to managing an allocation, so allocation is the correct parent.",,"[""allocation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""allocation"",
""confidence"": 1.0,
""reason"": ""increase allocation is an action related to managing an allocation, so allocation is the correct parent.""
}",2026-01-29T23:21:45Z
1115,1115,independent gpu instance,instance,seed,0.0,head_match,1,1,1,1,instance,0.95,An independent gpu instance is a type of instance.,"Nvidia Multi-Instance GPU (MIG) features allow a single supported GPU to be securely partitioned into up to seven independent GPU instances, providing multiple users with independent GPU resources.","[""instance"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Nvidia Multi-Instance GPU (MIG) features allow a single supported GPU to be securely partitioned into up to seven independent GPU instances,\nproviding multiple users with independent GPU resources."", ""MIG allows a single supported GPU to be securely\npartitioned into up to seven independent GPU instances, providing multiple users with independent GPU resources.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""instance"",
""confidence"": 0.95,
""reason"": ""An independent gpu instance is a type of instance."",
""evidence_sentence"": ""Nvidia Multi-Instance GPU (MIG) features allow a single supported GPU to be securely partitioned into up to seven independent GPU instances, providing multiple users with independent GPU resources.""
}",2026-01-29T23:21:45Z
1116,1116,index host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"An 'index host' is a term used to refer to a specific host in a cluster, which is a type of 'host'.",,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""An 'index host' is a term used to refer to a specific host in a cluster, which is a type of 'host'."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1117,1117,individual cluster,cluster,seed,0.0,head_match,1,1,1,1,cluster,1.0,individual cluster is a type of cluster,"host candidate is hostB, run the following commands in that cluster:
bctrld restart lim hostA
bctrld restart lim hostB
badmin mbdrestart
Authentication between clusters
About this task
Because this is conﬁgured for individual clusters, not globally, different cluster pairs can use different systems of authentication.","[""cluster"", ""job"", ""host"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""host candidate is hostB, run the following commands in that cluster:\nbctrld restart lim hostA\nbctrld restart lim hostB\nbadmin mbdrestart\nAuthentication between clusters\nAbout this task\nBecause this is conﬁgured for individual clusters, not globally, different cluster pairs can use different systems of authentication."", ""However,\nindividual clusters can restrict their multicluster participation by specifying a subset of clusters at the cluster level (lsf.cluster.cluster_name\nRemoteClusters section).""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""cluster"",
""confidence"": 1.0,
""reason"": ""individual cluster is a type of cluster"",
""evidence_sentence"": ""host candidate is hostB, run the following commands in that cluster:\nbctrld restart lim hostA\nbctrld restart lim hostB\nbadmin mbdrestart\nAuthentication between clusters\nAbout this task\nBecause this is conﬁgured for individual clusters, not globally, different cluster pairs can use different systems of authentication.""
}",2026-01-29T23:21:45Z
1118,1118,individual feature section,section,seed,0.0,head_match,1,1,1,1,section,0.95,An 'individual feature section' is a type of 'section' in LSF.,You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections.,"[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections."", ""If CHECKOUT_FROM_FIRST_HOST_ONLY=Y is deﬁned, LSF License Scheduler only considers user@host information for the ﬁrst execution host of a\nparallel job when merging the license usage data. Setting in individual Feature sections overrides the global setting in the Parameters section.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""An 'individual feature section' is a type of 'section' in LSF."",
""evidence_sentence"": ""You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections.""
}",2026-01-29T23:21:45Z
1119,1119,individual feature section,feature section,seed,0.0,head_match,1,1,1,1,feature section,0.95,An 'individual feature section' is a type of 'feature section'.,You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections.,"[""feature section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections."", ""If CHECKOUT_FROM_FIRST_HOST_ONLY=Y is deﬁned, LSF License Scheduler only considers user@host information for the ﬁrst execution host of a\nparallel job when merging the license usage data. Setting in individual Feature sections overrides the global setting in the Parameters section.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""feature section"",
""confidence"": 0.95,
""reason"": ""An 'individual feature section' is a type of 'feature section'."",
""evidence_sentence"": ""You can modify the allocation of license shares across clusters and to interactive tasks in individual Feature sections.""
}",2026-01-29T23:21:45Z
